uid,region,name,population,latitude,longitude
U13243,Georgia,Randolph,7791,31.7627,-84.7523
U13245,Georgia,Richmond,199775,33.3615,-82.075
U13247,Georgia,Rockdale,70111,33.6521,-84.0264
U13249,Georgia,Schley,3766,32.2634,-84.3227
U13251,Georgia,Screven,15374,32.7448,-81.6176
U13253,Georgia,Seminole,9369,30.9339,-84.8676
U13255,Georgia,Spalding,58417,33.2624,-84.2861
U13257,Georgia,Stephens,25435,34.5529,-83.2902
U13259,Georgia,Stewart,5252,32.0732,-84.8349
U13261,Georgia,Sumter,33200,32.0422,-84.2043
U13263,Georgia,Talbot,6498,32.7046,-84.53
U13265,Georgia,Taliaferro,2077,33.5593,-82.8752
U13267,Georgia,Tattnall,22305,32.0438,-82.0592
U13269,Georgia,Taylor,8815,32.5547,-84.2514
U13271,Georgia,Telfair,11794,31.9136,-82.9311
U13273,Georgia,Terrell,10970,31.7772,-84.4394
U13275,Georgia,Thomas,42737,30.8646,-83.9198
U13277,Georgia,Tift,38407,31.457,-83.5259
U13279,Georgia,Toombs,26067,32.1267,-82.3321
U13281,Georgia,Towns,9319,34.9027,-83.7322
U13283,Georgia,Treutlen,6854,32.4096,-82.5709
U13285,Georgia,Troup,58779,33.0345,-85.0284
U13287,Georgia,Turner,9504,31.7182,-83.6286
U13289,Georgia,Twiggs,10590,32.6658,-83.4259
U13291,Georgia,Union,17289,34.8338,-83.9896
U13293,Georgia,Upson,27597,32.8818,-84.2923
U13295,Georgia,Walker,61053,34.7358,-85.3054
U13297,Georgia,Walton,60687,33.7826,-83.7342
U13299,Georgia,Ware,35483,31.0509,-82.4215
U13301,Georgia,Warren,6336,33.4192,-82.688
U13303,Georgia,Washington,21176,32.9718,-82.7981
U13305,Georgia,Wayne,26565,31.5478,-81.9124
U13307,Georgia,Webster,2390,32.0466,-84.5532
U13309,Georgia,Wheeler,6179,32.1093,-82.7387
U13311,Georgia,White,19944,34.6437,-83.7437
U13313,Georgia,Whitfield,83525,34.8017,-84.9685
U13315,Georgia,Wilcox,8577,31.9627,-83.4383
U13317,Georgia,Wilkes,10687,33.779,-82.7479
U13319,Georgia,Wilkinson,10220,32.8043,-83.1756
U13321,Georgia,Worth,21967,31.5518,-83.85
U16001,Idaho,Ada,300904,43.4479,-116.2445
U16003,Idaho,Adams,3476,44.8846,-116.4319
U16005,Idaho,Bannock,75565,42.6929,-112.229
U16007,Idaho,Bear Lake,6411,42.2858,-111.3274
U16009,Idaho,Benewah,9171,47.2185,-116.6335
U16011,Idaho,Bingham,41735,43.2164,-112.3992
U16013,Idaho,Blaine,18991,43.3945,-113.9553
U16015,Idaho,Boise,6670,43.9873,-115.7151
U16017,Idaho,Bonner,36835,48.3125,-116.5969
U16019,Idaho,Bonneville,82522,43.3952,-111.6219
U16021,Idaho,Boundary,9871,48.7731,-116.5246
U16023,Idaho,Butte,2899,43.6851,-113.1776
U16025,Idaho,Camas,991,43.4634,-114.8044
U16027,Idaho,Canyon,131441,43.6231,-116.7085
U16029,Idaho,Caribou,7304,42.7863,-111.5442
U16031,Idaho,Cassia,21416,42.2886,-113.6055
U16033,Idaho,Clark,1022,44.2863,-112.3611
U16035,Idaho,Clearwater,8930,46.6726,-115.6535
U16037,Idaho,Custer,4342,44.2733,-114.2523
U16039,Idaho,Elmore,29130,43.3948,-115.4708
U16041,Idaho,Franklin,11329,42.1736,-111.823
U16043,Idaho,Fremont,11819,44.2181,-111.4844
U16045,Idaho,Gem,15181,44.0615,-116.3988
U16047,Idaho,Gooding,14155,42.9732,-114.8214
U16049,Idaho,Idaho,15511,45.8492,-115.4674
U16051,Idaho,Jefferson,19155,43.797,-112.3186
U16053,Idaho,Jerome,18342,42.6912,-114.263
U16055,Idaho,Kootenai,108685,47.6771,-116.6949
U16057,Idaho,Latah,34935,46.8189,-116.731
U16059,Idaho,Lemhi,7806,44.9288,-113.8878
U16061,Idaho,Lewis,3747,46.2363,-116.4238
U16063,Idaho,Lincoln,4044,42.9862,-114.1539
U16065,Idaho,Madison,27467,43.7897,-111.6565
U16067,Idaho,Minidoka,20174,42.8569,-113.64
U16069,Idaho,Nez Perce,37410,46.3338,-116.7609
U16071,Idaho,Oneida,4125,42.1839,-112.5205
U16073,Idaho,Owyhee,10644,42.5931,-116.1427
U16075,Idaho,Payette,20578,44.0027,-116.7487
U16077,Idaho,Power,7538,42.6941,-112.8444
U16079,Idaho,Shoshone,13771,47.3477,-115.8851
U16081,Idaho,Teton,5999,43.761,-111.2118
U16083,Idaho,Twin Falls,64284,42.3523,-114.6656
U16085,Idaho,Valley,7651,44.7715,-115.6379
U16087,Idaho,Washington,9977,44.4482,-116.7978
U17001,Illinois,Adams,68277,39.9861,-91.195
U17003,Illinois,Alexander,9590,37.1837,-89.3495
U17005,Illinois,Bond,17633,38.8859,-89.4366
U17007,Illinois,Boone,41786,42.319,-88.8243
U17009,Illinois,Brown,6950,39.9621,-90.7503
U17011,Illinois,Bureau,35503,41.4013,-89.5284
U17013,Illinois,Calhoun,5084,39.1643,-90.6663
U17015,Illinois,Carroll,16674,42.0591,-89.9265
U17017,Illinois,Cass,13695,39.9692,-90.2457
U17019,Illinois,Champaign,179669,40.1392,-88.1972
U17021,Illinois,Christian,35372,39.5455,-89.2796
U17023,Illinois,Clark,17008,39.3324,-87.7917
U17025,Illinois,Clay,14560,38.7473,-88.4838
U17027,Illinois,Clinton,35535,38.6064,-89.4231
U17029,Illinois,Coles,53196,39.5137,-88.2208
U17031,Illinois,Cook,5376741,41.8943,-87.6455
U17033,Illinois,Crawford,20452,39.0037,-87.7572
U17035,Illinois,Cumberland,11253,39.2731,-88.2406
U17037,Illinois,De Kalb,88969,41.8946,-88.769
U17039,Illinois,Dewitt,16798,40.1815,-88.9019
U17041,Illinois,Douglas,19922,39.7661,-88.2229
U17043,Illinois,Du Page,904161,41.8521,-88.086
U17045,Illinois,Edgar,19704,39.679,-87.7471
U17047,Illinois,Edwards,6971,38.4171,-88.0479
U17049,Illinois,Effingham,34264,39.0477,-88.5928
U17051,Illinois,Fayette,21802,39.0011,-89.0179
U17053,Illinois,Ford,14241,40.5944,-88.2247
U17055,Illinois,Franklin,39018,37.9918,-88.9262
U17057,Illinois,Fulton,38250,40.4657,-90.2068
U17059,Illinois,Gallatin,6445,37.7687,-88.228
U17061,Illinois,Greene,14761,39.3554,-90.3878
U17063,Illinois,Grundy,37535,41.2924,-88.4011
U17065,Illinois,Hamilton,8621,38.0852,-88.539
U17067,Illinois,Hancock,20121,40.4058,-91.168
U17069,Illinois,Hardin,4800,37.5179,-88.2661
U17071,Illinois,Henderson,8213,40.8151,-90.9385
U17073,Illinois,Henry,51020,41.35,-90.1308
U17075,Illinois,Iroquois,31334,40.7489,-87.8336
U17077,Illinois,Jackson,59612,37.7861,-89.3812
U17079,Illinois,Jasper,10117,39.0049,-88.1508
U17081,Illinois,Jefferson,40045,38.3008,-88.9242
U17083,Illinois,Jersey,21668,39.0802,-90.3614
U17085,Illinois,Jo Daviess,22289,42.3624,-90.2115
U17087,Illinois,Johnson,12878,37.4608,-88.883
U17089,Illinois,Kane,404119,41.9396,-88.428
U17091,Illinois,Kankakee,103833,41.1395,-87.8611
U17093,Illinois,Kendall,54544,41.5881,-88.4306
U17095,Illinois,Knox,55836,40.9309,-90.2138
U17097,Illinois,Lake,644356,42.3264,-87.4361
U17099,Illinois,La Salle,111509,41.3433,-88.8859
U17101,Illinois,Lawrence,15452,38.719,-87.7302
U17103,Illinois,Lee,36062,41.7474,-89.2994
U17105,Illinois,Livingston,39678,40.8944,-88.5529
U17107,Illinois,Logan,31183,40.1291,-89.3653
U17109,Illinois,McDonough,32913,40.4558,-90.6776
U17111,Illinois,McHenry,260077,42.3243,-88.4522
U17113,Illinois,Mclean,150433,40.4946,-88.8445
U17115,Illinois,Macon,114706,39.8602,-88.9615
U17117,Illinois,Macoupin,49019,39.2659,-89.9263
U17119,Illinois,Madison,258941,38.8271,-89.9002
U17121,Illinois,Marion,41691,38.6484,-88.9202
U17123,Illinois,Marshall,13180,41.0311,-89.3424
U17125,Illinois,Mason,16038,40.237,-89.9136
U17127,Illinois,Massac,15161,37.2161,-88.7057
U17129,Illinois,Menard,12486,40.0226,-89.7941
U17131,Illinois,Mercer,16957,41.2048,-90.7414
U17133,Illinois,Monroe,27619,38.278,-90.1791
U17135,Illinois,Montgomery,30652,39.2281,-89.478
U17137,Illinois,Morgan,36616,39.7168,-90.2023
U17139,Illinois,Moultrie,14287,39.6369,-88.6257
U17141,Illinois,Ogle,51032,42.0419,-89.3202
U17143,Illinois,Peoria,183433,40.786,-89.7674
U17145,Illinois,Perry,23094,38.0844,-89.3685
U17147,Illinois,Piatt,16365,40.0091,-88.5923
U17149,Illinois,Pike,17384,39.6251,-90.889
U17151,Illinois,Pope,4413,37.4172,-88.5424
U17153,Illinois,Pulaski,7348,37.2156,-89.1278
U17155,Illinois,Putnam,6086,41.1989,-89.2984
U17157,Illinois,Randolph,33893,38.0565,-89.8212
U17159,Illinois,Richland,16149,38.7116,-88.0857
U17161,Illinois,Rock Island,149374,41.4684,-90.5722
U17163,Illinois,St. Clair,256082,38.4702,-89.9285
U17165,Illinois,Saline,26733,37.7517,-88.545
U17167,Illinois,Sangamon,188951,39.7564,-89.6623
U17169,Illinois,Schuyler,7189,40.1569,-90.6135
U17171,Illinois,Scott,5537,39.637,-90.4778
U17173,Illinois,Shelby,22893,39.3849,-88.7989
U17175,Illinois,Stark,6332,41.0969,-89.7974
U17177,Illinois,Stephenson,48979,42.3497,-89.666
U17179,Illinois,Tazewell,128485,40.5081,-89.5163
U17181,Illinois,Union,18293,37.4751,-89.2529
U17183,Illinois,Vermilion,83919,40.1867,-87.7268
U17185,Illinois,Wabash,12937,38.4458,-87.8392
U17187,Illinois,Warren,18735,40.8504,-90.6202
U17189,Illinois,Washington,15148,38.3531,-89.4172
U17191,Illinois,Wayne,17151,38.4319,-88.4321
U17193,Illinois,White,15371,38.0874,-88.1786
U17195,Illinois,Whiteside,60653,41.7506,-89.911
U17197,Illinois,Will,502266,41.4485,-87.9785
U17199,Illinois,Williamson,61296,37.7304,-88.93
U17201,Illinois,Winnebago,278418,42.3374,-89.1612
U17203,Illinois,Woodford,35469,40.7896,-89.2103
U18001,Indiana,Adams,33625,40.7457,-84.9361
U18003,Indiana,Allen,331849,41.0919,-85.0722
U18005,Indiana,Bartholomew,71435,39.2058,-85.898
U18007,Indiana,Benton,9421,40.6083,-87.3155
U18009,Indiana,Blackford,14048,40.4727,-85.3237
U18011,Indiana,Boone,46107,40.0509,-86.469
U18013,Indiana,Brown,14957,39.1926,-86.2394
U18015,Indiana,Carroll,20165,40.585,-86.5651
U18017,Indiana,Cass,40930,40.7538,-86.3552
U18019,Indiana,Clark,96472,38.4762,-85.7111
U18021,Indiana,Clay,26556,39.394,-87.1158
U18023,Indiana,Clinton,33866,40.3059,-86.4776
U18025,Indiana,Crawford,10743,38.2894,-86.4409
U18027,Indiana,Daviess,29820,38.6962,-87.077
U18029,Indiana,Dearborn,46109,39.1515,-84.9735
U18031,Indiana,Decatur,24555,39.306,-85.4998
U18033,Indiana,De Kalb,40285,41.4012,-85.0002
U18035,Indiana,Delaware,118769,40.2272,-85.3989
U18037,Indiana,Dubois,39674,38.3733,-86.8734
U18039,Indiana,Elkhart,182791,41.6007,-85.864
U18041,Indiana,Fayette,25588,39.6397,-85.185
U18043,Indiana,Floyd,70823,38.3179,-85.9115
U18045,Indiana,Fountain,17954,40.1213,-87.2348
U18047,Indiana,Franklin,22151,39.4098,-85.067
U18049,Indiana,Fulton,20511,41.0504,-86.265
U18051,Indiana,Gibson,32500,38.3174,-87.5806
U18053,Indiana,Grant,73403,40.5158,-85.6549
U18055,Indiana,Greene,33157,39.0486,-87.0052
U18057,Indiana,Hamilton,182740,40.0499,-86.0206
U18059,Indiana,Hancock,55391,39.8226,-85.7729
U18061,Indiana,Harrison,34325,38.1864,-86.1037
U18063,Indiana,Hendricks,104093,39.7687,-86.5103
U18065,Indiana,Henry,48508,39.9296,-85.3973
U18067,Indiana,Howard,84964,40.4835,-86.1141
U18069,Indiana,Huntington,38075,40.8264,-85.4786
U18071,Indiana,Jackson,41335,38.912,-86.0425
U18073,Indiana,Jasper,30043,41.0177,-87.1188
U18075,Indiana,Jay,21806,40.435,-85.0034
U18077,Indiana,Jefferson,31705,38.7836,-85.4401
U18079,Indiana,Jennings,27554,38.9962,-85.6281
U18081,Indiana,Johnson,115209,39.496,-86.0946
U18083,Indiana,Knox,39256,38.6887,-87.4202
U18085,Indiana,Kosciusko,74057,41.2443,-85.8616
U18087,Indiana,Lagrange,34909,41.6425,-85.4263
U18089,Indiana,Lake,484564,41.4722,-87.3743
U18091,Indiana,La Porte,110106,41.549,-86.7447
U18093,Indiana,Lawrence,45922,38.8398,-86.4878
U18095,Indiana,Madison,133358,40.1662,-85.7225
U18097,Indiana,Marion,860454,39.783,-86.1358
U18099,Indiana,Marshall,45128,41.325,-86.269
U18101,Indiana,Martin,10369,38.7053,-86.8018
U18103,Indiana,Miami,36082,40.7729,-86.0443
U18105,Indiana,Monroe,120563,39.1608,-86.5233
U18107,Indiana,Montgomery,37629,40.0403,-86.8927
U18109,Indiana,Morgan,66689,39.4826,-86.4475
U18111,Indiana,Newton,14566,40.9624,-87.4022
U18113,Indiana,Noble,46275,41.4008,-85.4178
U18115,Indiana,Ohio,5623,38.9405,-84.9643
U18117,Indiana,Orange,19306,38.5474,-86.4893
U18119,Indiana,Owen,21786,39.3173,-86.8388
U18121,Indiana,Parke,17241,39.7743,-87.1969
U18123,Indiana,Perry,18899,38.0814,-86.6265
U18125,Indiana,Pike,12837,38.3979,-87.2325
U18127,Indiana,Porter,146798,41.5099,-87.0713
U18129,Indiana,Posey,27061,38.0276,-87.8687
U18131,Indiana,Pulaski,13755,41.0453,-86.6925
U18133,Indiana,Putnam,36019,39.6655,-86.8533
U18135,Indiana,Randolph,27401,40.1644,-85.005
U18137,Indiana,Ripley,26523,39.1002,-85.2605
U18139,Indiana,Rush,18261,39.6223,-85.4665
U18141,Indiana,St. Joseph,265559,41.6177,-86.2882
U18143,Indiana,Scott,22960,38.6794,-85.7519
U18145,Indiana,Shelby,43445,39.5241,-85.7922
U18147,Indiana,Spencer,20391,38.0098,-87.0106
U18149,Indiana,Starke,23556,41.2832,-86.6476
U18151,Indiana,Steuben,33214,41.6434,-85.0025
U18153,Indiana,Sullivan,21751,39.0892,-87.4158
U18155,Indiana,Switzerland,9065,38.8258,-85.0297
U18157,Indiana,Tippecanoe,148955,40.3893,-86.8939
U18159,Indiana,Tipton,16577,40.3102,-86.0562
U18161,Indiana,Union,7349,39.6231,-84.9252
U18163,Indiana,Vanderburgh,171922,38.0201,-87.5862
U18165,Indiana,Vermillion,16788,39.854,-87.4621
U18167,Indiana,Vigo,105848,39.4291,-87.3904
U18169,Indiana,Wabash,34960,40.8437,-85.7952
U18171,Indiana,Warren,8419,40.3527,-87.3758
U18173,Indiana,Warrick,52383,38.0978,-87.272
U18175,Indiana,Washington,27223,38.6006,-86.1048
U18177,Indiana,Wayne,71097,39.8631,-85.0067
U18179,Indiana,Wells,27600,40.7353,-85.213
U18181,Indiana,White,25267,40.751,-86.8643
U18183,Indiana,Whitley,30707,41.1364,-85.5019
U19001,Iowa,Adair,8243,41.3285,-94.4782
U19003,Iowa,Adams,4482,41.0217,-94.6969
U19005,Iowa,Allamakee,14675,43.275,-91.3828
U19007,Iowa,Appanoose,13721,40.7447,-92.8703
U19009,Iowa,Audubon,6830,41.6792,-94.9043
U19011,Iowa,Benton,25308,42.0925,-92.0576
U19013,Iowa,Black Hawk,128012,42.4729,-92.3061
U19015,Iowa,Boone,26224,42.0386,-93.9391
U19017,Iowa,Bremer,23325,42.7809,-92.3276
U19019,Iowa,Buchanan,21093,42.4703,-91.8387
U19021,Iowa,Buena Vista,20411,42.7415,-95.1414
U19023,Iowa,Butler,15305,42.7347,-92.7801
U19025,Iowa,Calhoun,11115,42.3862,-94.6437
U19027,Iowa,Carroll,21421,42.0395,-94.8676
U19029,Iowa,Cass,14684,41.3338,-94.9333
U19031,Iowa,Cedar,18187,41.7724,-91.1322
U19033,Iowa,Cerro Gordo,46447,43.0752,-93.2513
U19035,Iowa,Cherokee,13035,42.7427,-95.6333
U19037,Iowa,Chickasaw,13095,43.0597,-92.3172
U19039,Iowa,Clarke,9133,41.0292,-93.7841
U19041,Iowa,Clay,17372,43.0798,-95.1497
U19043,Iowa,Clayton,18678,42.841,-91.3235
U19045,Iowa,Clinton,50149,41.8981,-90.5342
U19047,Iowa,Crawford,16942,42.0431,-95.3891
U19049,Iowa,Dallas,40750,41.6853,-94.0407
U19051,Iowa,Davis,8541,40.7481,-92.4103
U19053,Iowa,Decatur,8689,40.7364,-93.7846
U19055,Iowa,Delaware,18404,42.473,-91.3594
U19057,Iowa,Des Moines,42351,40.9153,-91.1869
U19059,Iowa,Dickinson,16424,43.3896,-95.1961
U19061,Iowa,Dubuque,89143,42.4635,-90.8788
U19063,Iowa,Emmet,11027,43.378,-94.6694
U19065,Iowa,Fayette,22008,42.8645,-91.8394
U19067,Iowa,Floyd,16900,43.0527,-92.7874
U19069,Iowa,Franklin,10704,42.7365,-93.2714
U19071,Iowa,Fremont,8010,40.7437,-95.5995
U19073,Iowa,Greene,10366,42.0425,-94.3887
U19075,Iowa,Grundy,12369,42.4033,-92.7903
U19077,Iowa,Guthrie,11353,41.6836,-94.5013
U19079,Iowa,Hamilton,16438,42.3908,-93.7092
U19081,Iowa,Hancock,12100,43.0754,-93.7437
U19083,Iowa,Hardin,18812,42.39,-93.2411
U19085,Iowa,Harrison,15666,41.6886,-95.8271
U19087,Iowa,Henry,20336,40.9859,-91.5443
U19089,Iowa,Howard,9932,43.3653,-92.3219
U19091,Iowa,Humboldt,10381,42.7822,-94.2028
U19093,Iowa,Ida,7837,42.3919,-95.5074
U19095,Iowa,Iowa,15671,41.6839,-92.0591
U19097,Iowa,Jackson,20296,42.1643,-90.5746
U19099,Iowa,Jasper,37213,41.6857,-93.053
U19101,Iowa,Jefferson,16181,41.0069,-91.9671
U19103,Iowa,Johnson,111006,41.6687,-91.5888
U19105,Iowa,Jones,20221,42.1251,-91.1169
U19107,Iowa,Keokuk,11400,41.3312,-92.1677
U19109,Iowa,Kossuth,17163,43.2125,-94.214
U19111,Iowa,Lee,38052,40.6476,-91.4772
U19113,Iowa,Linn,191701,42.078,-91.5977
U19115,Iowa,Louisa,12183,41.2182,-91.257
U19117,Iowa,Lucas,9422,41.0333,-93.3315
U19119,Iowa,Lyon,11763,43.3836,-96.2072
U19121,Iowa,Madison,14019,41.3306,-94.0152
U19123,Iowa,Mahaska,22335,41.3308,-92.6364
U19125,Iowa,Marion,32052,41.3315,-93.0938
U19127,Iowa,Marshall,39311,42.0417,-92.9815
U19129,Iowa,Mills,14547,41.0337,-95.6191
U19131,Iowa,Mitchell,10874,43.3486,-92.7845
U19133,Iowa,Monona,10020,42.0494,-95.9566
U19135,Iowa,Monroe,8016,41.0288,-92.8696
U19137,Iowa,Montgomery,11771,41.0217,-95.1578
U19139,Iowa,Muscatine,41722,41.4838,-91.1187
U19141,Iowa,Obrien,15102,43.0837,-95.6256
U19143,Iowa,Osceola,7003,43.3785,-95.6338
U19145,Iowa,Page,16976,40.7391,-95.1443
U19147,Iowa,Palo Alto,10147,43.0759,-94.6673
U19149,Iowa,Plymouth,24849,42.7376,-96.2159
U19151,Iowa,Pocahontas,8662,42.734,-94.6783
U19153,Iowa,Polk,374601,41.6843,-93.5697
U19155,Iowa,Pottawattamie,87704,41.3402,-95.5449
U19157,Iowa,Poweshiek,18815,41.6845,-92.5229
U19159,Iowa,Ringgold,5469,40.7353,-94.2443
U19161,Iowa,Sac,11529,42.3875,-95.1052
U19163,Iowa,Scott,158668,41.6417,-90.6223
U19165,Iowa,Shelby,13173,41.679,-95.3089
U19167,Iowa,Sioux,31589,43.0829,-96.1779
U19169,Iowa,Story,79981,42.0375,-93.4661
U19171,Iowa,Tama,18103,42.0748,-92.5294
U19173,Iowa,Taylor,6958,40.7379,-94.6971
U19175,Iowa,Union,12309,41.0286,-94.2451
U19177,Iowa,Van Buren,7809,40.7541,-91.9529
U19179,Iowa,Wapello,36051,41.0313,-92.4095
U19181,Iowa,Warren,40671,41.3368,-93.5644
U19183,Iowa,Washington,20670,41.3294,-91.7251
U19185,Iowa,Wayne,6730,40.74,-93.3326
U19187,Iowa,Webster,40235,42.4344,-94.1792
U19189,Iowa,Winnebago,11723,43.3781,-93.7435
U19191,Iowa,Winneshiek,21310,43.293,-91.8508
U19193,Iowa,Woodbury,103877,42.3932,-96.0533
U19195,Iowa,Worth,7909,43.3735,-93.2485
U19197,Iowa,Wright,14334,42.733,-93.7347
U20001,Kansas,Allen,14385,37.8842,-95.3009
U20003,Kansas,Anderson,8110,38.2151,-95.292
U20005,Kansas,Atchison,16774,39.5325,-95.3134
U20007,Kansas,Barber,5307,37.2229,-98.6851
U20009,Kansas,Barton,28205,38.4812,-98.7678
U20011,Kansas,Bourbon,15379,37.8561,-94.8509
U20013,Kansas,Brown,10724,39.8259,-95.5699
U20015,Kansas,Butler,59482,37.7737,-96.8388
U20017,Kansas,Chase,3030,38.2986,-96.5941
U20019,Kansas,Chautauqua,4359,37.1543,-96.2454
U20021,Kansas,Cherokee,22605,37.1694,-94.8457
U20023,Kansas,Cheyenne,3165,39.7893,-101.7273
U20025,Kansas,Clark,2390,37.2338,-99.8139
U20027,Kansas,Clay,8822,39.345,-97.1689
U20029,Kansas,Cloud,10268,39.4873,-97.6414
U20031,Kansas,Coffey,8865,38.2365,-95.7291
U20033,Kansas,Comanche,1967,37.1891,-99.2541
U20035,Kansas,Cowley,36291,37.2345,-96.8372
U20037,Kansas,Crawford,38242,37.5056,-94.8539
U20039,Kansas,Decatur,3472,39.7835,-100.4597
U20041,Kansas,Dickinson,19344,38.8677,-97.1579
U20043,Kansas,Doniphan,8249,39.7885,-95.1472
U20045,Kansas,Douglas,99962,38.8966,-95.2905
U20047,Kansas,Edwards,3449,37.8836,-99.3047
U20049,Kansas,Elk,3261,37.456,-96.2446
U20051,Kansas,Ellis,27507,38.9146,-99.3173
U20053,Kansas,Ellsworth,6525,38.7008,-98.2054
U20055,Kansas,Finney,40523,38.0499,-100.7399
U20057,Kansas,Ford,32458,37.6884,-99.8847
U20059,Kansas,Franklin,24784,38.558,-95.279
U20061,Kansas,Geary,27947,39.0022,-96.768
U20063,Kansas,Gove,3068,38.9172,-100.4874
U20065,Kansas,Graham,2946,39.3494,-99.881
U20067,Kansas,Grant,7909,37.5475,-101.2994
U20069,Kansas,Gray,5904,37.7445,-100.4517
U20071,Kansas,Greeley,1534,38.4804,-101.806
U20073,Kansas,Greenwood,7673,37.8787,-96.2422
U20075,Kansas,Hamilton,2670,37.9952,-101.7937
U20077,Kansas,Harper,6536,37.1882,-98.0666
U20079,Kansas,Harvey,32869,38.0501,-97.4367
U20081,Kansas,Haskell,4307,37.5586,-100.8769
U20083,Kansas,Hodgeman,2085,38.0875,-99.8984
U20085,Kansas,Jackson,12657,39.411,-95.7945
U20087,Kansas,Jefferson,18426,39.2396,-95.3753
U20089,Kansas,Jewell,3791,39.777,-98.2226
U20091,Kansas,Johnson,451086,38.8839,-94.8223
U20093,Kansas,Kearny,4531,37.9945,-101.3081
U20095,Kansas,Kingman,8673,37.553,-98.1445
U20097,Kansas,Kiowa,3278,37.5612,-99.2865
U20099,Kansas,Labette,22835,37.1915,-95.2975
U20101,Kansas,Lane,2155,38.4813,-100.4662
U20103,Kansas,Leavenworth,68691,39.1895,-95.039
U20105,Kansas,Lincoln,3578,39.0473,-98.2143
U20107,Kansas,Linn,9570,38.2165,-94.8449
U20109,Kansas,Logan,3046,38.9133,-101.1574
U20111,Kansas,Lyon,35935,38.4555,-96.1616
U20113,Kansas,McPherson,29554,38.3958,-97.6475
U20115,Kansas,Marion,13361,38.3596,-97.1028
U20117,Kansas,Marshall,10965,39.7827,-96.5212
U20119,Kansas,Meade,4631,37.2439,-100.3601
U20121,Kansas,Miami,28351,38.5668,-94.833
U20123,Kansas,Mitchell,6932,39.393,-98.2074
U20125,Kansas,Montgomery,36252,37.1895,-95.7424
U20127,Kansas,Morris,6104,38.6877,-96.6449
U20129,Kansas,Morton,3496,37.1853,-101.8095
U20131,Kansas,Nemaha,10717,39.791,-96.0054
U20133,Kansas,Neosho,16997,37.5643,-95.3157
U20135,Kansas,Ness,3454,38.4804,-99.9087
U20137,Kansas,Norton,5953,39.7839,-99.8992
U20139,Kansas,Osage,16712,38.6497,-95.7273
U20141,Kansas,Osborne,4452,39.3486,-98.7679
U20143,Kansas,Ottawa,6163,39.138,-97.6548
U20145,Kansas,Pawnee,7233,38.1829,-99.2322
U20147,Kansas,Phillips,6001,39.7845,-99.3421
U20149,Kansas,Pottawatomie,18209,39.3822,-96.3371
U20151,Kansas,Pratt,9647,37.6476,-98.7401
U20153,Kansas,Rawlins,2966,39.7862,-101.0767
U20155,Kansas,Reno,64790,37.9482,-98.0783
U20157,Kansas,Republic,5835,39.8289,-97.6509
U20159,Kansas,Rice,10761,38.3472,-98.2014
U20161,Kansas,Riley,62843,39.2912,-96.7275
U20163,Kansas,Rooks,5685,39.346,-99.3245
U20165,Kansas,Rush,3551,38.5236,-99.3092
U20167,Kansas,Russell,7370,38.9168,-98.7656
U20169,Kansas,Saline,53597,38.7863,-97.6502
U20171,Kansas,Scott,5120,38.4819,-100.9064
U20173,Kansas,Sedgwick,452869,37.6838,-97.4595
U20175,Kansas,Seward,22510,37.1806,-100.8547
U20177,Kansas,Shawnee,169871,39.0418,-95.7557
U20179,Kansas,Sheridan,2813,39.3505,-100.4412
U20181,Kansas,Sherman,6760,39.3514,-101.7199
U20183,Kansas,Smith,4536,39.7847,-98.7854
U20185,Kansas,Stafford,4789,38.0356,-98.7199
U20187,Kansas,Stanton,2406,37.5659,-101.7894
U20189,Kansas,Stevens,5463,37.2024,-101.3158
U20191,Kansas,Sumner,25946,37.2367,-97.4933
U20193,Kansas,Thomas,8180,39.3577,-101.0834
U20195,Kansas,Trego,3319,38.9213,-99.8654
U20197,Kansas,Wabaunsee,6885,38.9552,-96.2013
U20199,Kansas,Wallace,1749,38.9266,-101.7711
U20201,Kansas,Washington,6483,39.7767,-97.0956
U20203,Kansas,Wichita,2531,38.4819,-101.3474
U20205,Kansas,Wilson,10332,37.5585,-95.7452
U20207,Kansas,Woodson,3788,37.8885,-95.7576
U20209,Kansas,Wyandotte,157882,39.1154,-94.7631
U21001,Kentucky,Adair,17244,37.1055,-85.2814
U21003,Kentucky,Allen,17800,36.7508,-86.1925
U21005,Kentucky,Anderson,19111,38.0054,-84.9864
U21007,Kentucky,Ballard,8286,37.0511,-89.0092
U21009,Kentucky,Barren,38033,36.9636,-85.925
U21011,Kentucky,Bath,11085,38.1522,-83.7376
U21013,Kentucky,Bell,30060,36.7227,-83.681
U21015,Kentucky,Boone,85991,38.9746,-84.7314
U21017,Kentucky,Bourbon,19360,38.2026,-84.2099
U21019,Kentucky,Boyd,49752,38.36,-82.6814
U21021,Kentucky,Boyle,27697,37.6182,-84.873
U21023,Kentucky,Bracken,8279,38.6785,-84.1004
U21025,Kentucky,Breathitt,16100,37.5212,-83.3224
U21027,Kentucky,Breckinridge,18648,37.7781,-86.4328
U21029,Kentucky,Bullitt,61236,37.9696,-85.703
U21031,Kentucky,Butler,13010,37.207,-86.6825
U21033,Kentucky,Caldwell,13060,37.1486,-87.8705
U21035,Kentucky,Calloway,34177,36.621,-88.2741
U21037,Kentucky,Campbell,88616,38.947,-84.3796
U21039,Kentucky,Carlisle,5351,36.8577,-88.9758
U21041,Kentucky,Carroll,10155,38.6683,-85.1241
